Förvaltning;Leverantör;Organisationsnummer;Verifikationsnummer;Konto;Kontotext;Belopp exkl moms
Grundskolenämnden;LÅSSMEDEN;5561042275;6092194022;6151;Mindre reparation o underhåll fastighet;17 771,19
Grundskolenämnden;LÅSSMEDEN;5561042275;6092184028;6151;Mindre reparation o underhåll fastighet;1 300,00
Grundskolenämnden;LÅSSMEDEN;5561042275;6092220002;6151;Mindre reparation o underhåll fastighet;21 078,43
Grundskolenämnden;LÅSSMEDEN;5561042275;6092221915;6411;Förbrukningsinventarier;5 864,85
Grundskolenämnden;LÅSSMEDEN;5561042275;6092207568;6411;Förbrukningsinventarier;1 128,77
Nämnden för funktionsstöd;LÅSSMEDEN;5561042275;1611414652;6461;Förbrukningsmaterial;348,02
Nämnden för funktionsstöd;LÅSSMEDEN;5561042275;1611416472;6199;Övriga fastighetskostnader;3 058,42
Nämnden för funktionsstöd;LÅSSMEDEN;5561042275;1611414650;6461;Förbrukningsmaterial;468,03
Nämnden för funktionsstöd;LÅSSMEDEN;5561042275;1611414650;6461;Förbrukningsmaterial;468,02
Nämnden för funktionsstöd;LÅSSMEDEN;5561042275;1611410722;6199;Övriga fastighetskostnader;3 527,96
Nämnden för funktionsstöd;LÅSSMEDEN;5561042275;1611409027;6411;Förbrukningsinventarier;15 648,08
Nämnden för funktionsstöd;LÅSSMEDEN;5561042275;1611414651;6411;Förbrukningsinventarier;630,38
Stadsmiljönämnden;LÅSSMEDEN;5561042275;4001294988;6461;Förbrukningsmaterial;3 010,40
Stadsmiljönämnden;LÅSSMEDEN;5561042275;4001291485;4630;Köp av huvudverksamhet;818,50
Stadsmiljönämnden;LÅSSMEDEN;5561042275;4001296812;6411;Förbrukningsinventarier;1 442,50
Stadsmiljönämnden;LÅSSMEDEN;5561042275;4001295431;4630;Köp av huvudverksamhet;1 662,47
Stadsmiljönämnden;LÅSSMEDEN;5561042275;4001291487;6461;Förbrukningsmaterial;2 204,78
Nämnden för Intraservice;LÅSSMEDEN;5561042275;601189474;6411;Förbrukningsinventarier;975,25
Utbildningsnämnden;LÅSSMEDEN;5561042275;6101614662;6151;Mindre reparation o underhåll fastighet;24 581,60
Utbildningsnämnden;LÅSSMEDEN;5561042275;6101614661;6411;Förbrukningsinventarier;1 832,05
Utbildningsnämnden;LÅSSMEDEN;5561042275;6101615079;6151;Mindre reparation o underhåll fastighet;4 117,50
Utbildningsnämnden;LÅSSMEDEN;5561042275;6101613957;6151;Mindre reparation o underhåll fastighet;2 600,00
Utbildningsnämnden;LÅSSMEDEN;5561042275;6101613958;6151;Mindre reparation o underhåll fastighet;5 459,29
Utbildningsnämnden;LÅSSMEDEN;5561042275;6101611286;6461;Förbrukningsmaterial;5 750,00
Utbildningsnämnden;LÅSSMEDEN;5561042275;6101611286;6461;Förbrukningsmaterial;11 388,50
Äldre samt vård- och omsorgsnämnden;LÅSSMEDEN;5561042275;1601695204;6461;Förbrukningsmaterial;1 242,37
Äldre samt vård- och omsorgsnämnden;LÅSSMEDEN;5561042275;1601695195;6411;Förbrukningsinventarier;2 812,06
Äldre samt vård- och omsorgsnämnden;LÅSSMEDEN;5561042275;1601685379;6461;Förbrukningsmaterial;100,79
Äldre samt vård- och omsorgsnämnden;LÅSSMEDEN;5561042275;1601695193;6411;Förbrukningsinventarier;2 343,25
Äldre samt vård- och omsorgsnämnden;LÅSSMEDEN;5561042275;1601695198;6411;Förbrukningsinventarier;20 158,39
Äldre samt vård- och omsorgsnämnden;LÅSSMEDEN;5561042275;1601695202;6411;Förbrukningsinventarier;3 083,12
Äldre samt vård- och omsorgsnämnden;LÅSSMEDEN;5561042275;1601695201;6411;Förbrukningsinventarier;617,70
Äldre samt vård- och omsorgsnämnden;LÅSSMEDEN;5561042275;1601695201;6411;Förbrukningsinventarier;617,45
Äldre samt vård- och omsorgsnämnden;LÅSSMEDEN;5561042275;1601695207;6461;Förbrukningsmaterial;770,41
Äldre samt vård- och omsorgsnämnden;LÅSSMEDEN;5561042275;1601695207;6461;Förbrukningsmaterial;770,41
Äldre samt vård- och omsorgsnämnden;LÅSSMEDEN;5561042275;1601685380;6461;Förbrukningsmaterial;32,83
Äldre samt vård- och omsorgsnämnden;LÅSSMEDEN;5561042275;1601692016;6411;Förbrukningsinventarier;5 272,06
Äldre samt vård- och omsorgsnämnden;LÅSSMEDEN;5561042275;1601692020;6411;Förbrukningsinventarier;199,94
Äldre samt vård- och omsorgsnämnden;LÅSSMEDEN;5561042275;1601695206;6411;Förbrukningsinventarier;280,06
Äldre samt vård- och omsorgsnämnden;LÅSSMEDEN;5561042275;1601685382;6199;Övriga fastighetskostnader;12 383,22
Äldre samt vård- och omsorgsnämnden;LÅSSMEDEN;5561042275;1601696447;6411;Förbrukningsinventarier;5 400,71
Äldre samt vård- och omsorgsnämnden;LÅSSMEDEN;5561042275;1601695199;6451;Tekniska hjälpmedel;4 055,94
Stadsfastighetsnämnden;LÅSSMEDEN;5561042275;2302193051;6151;Mindre reparation o underhåll fastighet;975,25
Stadsfastighetsnämnden;LÅSSMEDEN;5561042275;2302193053;6151;Mindre reparation o underhåll fastighet;1 300,00
Stadsfastighetsnämnden;LÅSSMEDEN;5561042275;2302193055;6151;Mindre reparation o underhåll fastighet;3 250,00
Stadsfastighetsnämnden;LÅSSMEDEN;5561042275;2302193056;6151;Mindre reparation o underhåll fastighet;1 127,00
Stadsfastighetsnämnden;LÅSSMEDEN;5561042275;2302184966;6151;Mindre reparation o underhåll fastighet;2 959,18
Stadsfastighetsnämnden;LÅSSMEDEN;5561042275;2302194090;6151;Mindre reparation o underhåll fastighet;2 270,41
Stadsfastighetsnämnden;LÅSSMEDEN;5561042275;2302193057;6461;Förbrukningsmaterial;72,89
Stadsfastighetsnämnden;LÅSSMEDEN;5561042275;2302184957;6461;Förbrukningsmaterial;150,24
Stadsfastighetsnämnden;LÅSSMEDEN;5561042275;2302194093;6461;Förbrukningsmaterial;632,02
Stadsfastighetsnämnden;LÅSSMEDEN;5561042275;2302194095;6461;Förbrukningsmaterial;1 637,51
Stadsfastighetsnämnden;LÅSSMEDEN;5561042275;2302184951;6461;Förbrukningsmaterial;1 271,92
Stadsfastighetsnämnden;LÅSSMEDEN;5561042275;2302184973;6461;Förbrukningsmaterial;65 691,74
Stadsfastighetsnämnden;LÅSSMEDEN;5561042275;2302194092;6461;Förbrukningsmaterial;145,61
Stadsfastighetsnämnden;LÅSSMEDEN;5561042275;2302184974;7331;Larm;1 300,00
Stadsfastighetsnämnden;LÅSSMEDEN;5561042275;2302172147;7331;Larm;1 300,00
Stadsfastighetsnämnden;LÅSSMEDEN;5561042275;2302195734;6151;Mindre reparation o underhåll fastighet;650,50
Stadsfastighetsnämnden;LÅSSMEDEN;5561042275;2302184934;6151;Mindre reparation o underhåll fastighet;975,25
Stadsfastighetsnämnden;LÅSSMEDEN;5561042275;2302184957;6151;Mindre reparation o underhåll fastighet;975,45
Stadsfastighetsnämnden;LÅSSMEDEN;5561042275;2302184969;6461;Förbrukningsmaterial;5 287,66
Stadsfastighetsnämnden;LÅSSMEDEN;5561042275;2302195746;7331;Larm;5 498,40
Stadsfastighetsnämnden;LÅSSMEDEN;5561042275;2302195744;6461;Förbrukningsmaterial;691,94
Stadsfastighetsnämnden;LÅSSMEDEN;5561042275;2302195752;6461;Förbrukningsmaterial;247,23
Stadsfastighetsnämnden;LÅSSMEDEN;5561042275;2302194091;6151;Mindre reparation o underhåll fastighet;7 576,08
Stadsfastighetsnämnden;LÅSSMEDEN;5561042275;2302194096;6461;Förbrukningsmaterial;2 449,62
Stadsfastighetsnämnden;LÅSSMEDEN;5561042275;2302193060;6601;Reparation o underhåll maskin och invent;545,68
Stadsfastighetsnämnden;LÅSSMEDEN;5561042275;2302181288;6151;Mindre reparation o underhåll fastighet;6 092,74
Stadsfastighetsnämnden;LÅSSMEDEN;5561042275;2302184967;6151;Mindre reparation o underhåll fastighet;1 300,00
Stadsfastighetsnämnden;LÅSSMEDEN;5561042275;2302184969;6151;Mindre reparation o underhåll fastighet;1 950,00
Stadsfastighetsnämnden;LÅSSMEDEN;5561042275;2302184973;6151;Mindre reparation o underhåll fastighet;9 425,00
Stadsfastighetsnämnden;LÅSSMEDEN;5561042275;2302184952;6151;Mindre reparation o underhåll fastighet;6 797,53
Stadsfastighetsnämnden;LÅSSMEDEN;5561042275;2302195738;6461;Förbrukningsmaterial;615,28
Stadsfastighetsnämnden;LÅSSMEDEN;5561042275;2302195753;6461;Förbrukningsmaterial;1 648,84
Stadsfastighetsnämnden;LÅSSMEDEN;5561042275;2302195736;6411;Förbrukningsinventarier;424,03
Stadsfastighetsnämnden;LÅSSMEDEN;5561042275;2302195737;6461;Förbrukningsmaterial;3 389,89
Stadsfastighetsnämnden;LÅSSMEDEN;5561042275;2302195737;6461;Förbrukningsmaterial;1 391,00
Stadsfastighetsnämnden;LÅSSMEDEN;5561042275;2302196878;6151;Mindre reparation o underhåll fastighet;1 153,65
Stadsfastighetsnämnden;LÅSSMEDEN;5561042275;2302196880;6461;Förbrukningsmaterial;300,74
Stadsfastighetsnämnden;LÅSSMEDEN;5561042275;2302193062;6461;Förbrukningsmaterial;2 256,73
Stadsfastighetsnämnden;LÅSSMEDEN;5561042275;2302193052;6175;Husbyggnadsentreprenader;16 450,50
Stadsfastighetsnämnden;LÅSSMEDEN;5561042275;2302193061;6461;Förbrukningsmaterial;561,60
Stadsfastighetsnämnden;LÅSSMEDEN;5561042275;2302194097;6151;Mindre reparation o underhåll fastighet;278,42
Stadsfastighetsnämnden;LÅSSMEDEN;5561042275;2302193059;6461;Förbrukningsmaterial;796,84
Stadsfastighetsnämnden;LÅSSMEDEN;5561042275;2302193054;6151;Mindre reparation o underhåll fastighet;2 392,00
Stadsfastighetsnämnden;LÅSSMEDEN;5561042275;2302181292;6175;Husbyggnadsentreprenader;26 782,31
Stadsfastighetsnämnden;LÅSSMEDEN;5561042275;2302184940;6461;Förbrukningsmaterial;1 932,02
Stadsfastighetsnämnden;LÅSSMEDEN;5561042275;2302194094;6461;Förbrukningsmaterial;124,76
Stadsfastighetsnämnden;LÅSSMEDEN;5561042275;2302193058;6461;Förbrukningsmaterial;2 391,18
Stadsfastighetsnämnden;LÅSSMEDEN;5561042275;2302193055;6461;Förbrukningsmaterial;1 610,75
Stadsfastighetsnämnden;LÅSSMEDEN;5561042275;2302195747;6461;Förbrukningsmaterial;1 340,88
Stadsfastighetsnämnden;LÅSSMEDEN;5561042275;2302197285;6151;Mindre reparation o underhåll fastighet;1 300,00
Stadsfastighetsnämnden;LÅSSMEDEN;5561042275;2302195733;6151;Mindre reparation o underhåll fastighet;1 300,00
Stadsfastighetsnämnden;LÅSSMEDEN;5561042275;2302195735;6151;Mindre reparation o underhåll fastighet;975,25
Stadsfastighetsnämnden;LÅSSMEDEN;5561042275;2302195739;6151;Mindre reparation o underhåll fastighet;615,28
Stadsfastighetsnämnden;LÅSSMEDEN;5561042275;2302195743;6151;Mindre reparation o underhåll fastighet;3 691,96
Stadsfastighetsnämnden;LÅSSMEDEN;5561042275;2302184964;6652;Reparation o underhåll förbrukningsinvent;3 439,19
Stadsfastighetsnämnden;LÅSSMEDEN;5561042275;2302195750;6461;Förbrukningsmaterial;2 010,32
Stadsfastighetsnämnden;LÅSSMEDEN;5561042275;2302195751;6461;Förbrukningsmaterial;2 343,25
Stadsfastighetsnämnden;LÅSSMEDEN;5561042275;2302195749;7341;Brandskyddsutrustning;975,25
Stadsfastighetsnämnden;LÅSSMEDEN;5561042275;2302195740;6461;Förbrukningsmaterial;1 313,62
Stadsfastighetsnämnden;LÅSSMEDEN;5561042275;2302184949;6151;Mindre reparation o underhåll fastighet;426,50
Stadsfastighetsnämnden;LÅSSMEDEN;5561042275;2302184971;6151;Mindre reparation o underhåll fastighet;2 359,99
Stadsfastighetsnämnden;LÅSSMEDEN;5561042275;2302071058;6151;Mindre reparation o underhåll fastighet;-6 875,25
Stadsfastighetsnämnden;LÅSSMEDEN;5561042275;2302184970;6151;Mindre reparation o underhåll fastighet;1 738,30
Stadsfastighetsnämnden;LÅSSMEDEN;5561042275;2302184972;6151;Mindre reparation o underhåll fastighet;12 897,54
Stadsfastighetsnämnden;LÅSSMEDEN;5561042275;2302157502;6151;Mindre reparation o underhåll fastighet;7 045,67
Stadsfastighetsnämnden;LÅSSMEDEN;5561042275;2302181304;6151;Mindre reparation o underhåll fastighet;-7 045,67
Stadsfastighetsnämnden;LÅSSMEDEN;5561042275;2302184968;6151;Mindre reparation o underhåll fastighet;1 300,00
Socialnämnd Sydväst;LÅSSMEDEN;5561042275;1651135479;6461;Förbrukningsmaterial;400,89
Socialnämnd Sydväst;LÅSSMEDEN;5561042275;1651133485;6461;Förbrukningsmaterial;400,89
Socialnämnd Sydväst;LÅSSMEDEN;5561042275;1651134780;6652;Reparation o underhåll förbrukningsinvent;5 666,46
Socialnämnd Sydväst;LÅSSMEDEN;5561042275;1651133480;6199;Övriga fastighetskostnader;3 393,00
Socialnämnd Sydväst;LÅSSMEDEN;5561042275;1651133480;6199;Övriga fastighetskostnader;3 393,50
Socialnämnd Sydväst;LÅSSMEDEN;5561042275;1651135478;6151;Mindre reparation o underhåll fastighet;6 668,90
Förskolenämnden;LÅSSMEDEN;5561042275;6081794971;6199;Övriga fastighetskostnader;1 994,36
Förskolenämnden;LÅSSMEDEN;5561042275;6081794978;6411;Förbrukningsinventarier;358,36
Förskolenämnden;LÅSSMEDEN;5561042275;6081782004;6461;Förbrukningsmaterial;316,01
Förskolenämnden;LÅSSMEDEN;5561042275;6081792562;6199;Övriga fastighetskostnader;1 953,52
Förskolenämnden;LÅSSMEDEN;5561042275;6081794976;6461;Förbrukningsmaterial;167,29
Förskolenämnden;LÅSSMEDEN;5561042275;6081792278;6461;Förbrukningsmaterial;2 142,48
Idrotts-och föreningsnämnden;LÅSSMEDEN;5561042275;3931240595;6411;Förbrukningsinventarier;3 997,68
Idrotts-och föreningsnämnden;LÅSSMEDEN;5561042275;3931240594;6151;Mindre reparation o underhåll fastighet;975,25
Idrotts-och föreningsnämnden;LÅSSMEDEN;5561042275;3931240591;6151;Mindre reparation o underhåll fastighet;10 485,50
Idrotts-och föreningsnämnden;LÅSSMEDEN;5561042275;3931240128;6151;Mindre reparation o underhåll fastighet;198 364,88
Idrotts-och föreningsnämnden;LÅSSMEDEN;5561042275;3931240780;6151;Mindre reparation o underhåll fastighet;2 924,75
Idrotts-och föreningsnämnden;LÅSSMEDEN;5561042275;3931240127;6461;Förbrukningsmaterial;2 577,67
Idrotts-och föreningsnämnden;LÅSSMEDEN;5561042275;3931240275;6461;Förbrukningsmaterial;10 708,77
Idrotts-och föreningsnämnden;LÅSSMEDEN;5561042275;3931240129;6461;Förbrukningsmaterial;3 951,21
Idrotts-och föreningsnämnden;LÅSSMEDEN;5561042275;3931240276;6461;Förbrukningsmaterial;2 419,26
Idrotts-och föreningsnämnden;LÅSSMEDEN;5561042275;3931240833;6151;Mindre reparation o underhåll fastighet;1 300,00
Idrotts-och föreningsnämnden;LÅSSMEDEN;5561042275;3931240779;6601;Reparation o underhåll maskin och invent;3 572,45
Idrotts-och föreningsnämnden;LÅSSMEDEN;5561042275;3931240781;6601;Reparation o underhåll maskin och invent;975,25
Idrotts-och föreningsnämnden;LÅSSMEDEN;5561042275;3931240779;6411;Förbrukningsinventarier;12 176,34
Idrotts-och föreningsnämnden;LÅSSMEDEN;5561042275;3931240778;6151;Mindre reparation o underhåll fastighet;1 300,00
Kretslopp och Vatten;CRAMO SVERIGE AB;5561043539;5601379212;6311;Hyra/leasing arbetsmaskiner;126,25
Kretslopp och Vatten;CRAMO SVERIGE AB;5561043539;5601379219;6329;Hyra/leasing övriga inventarier;2 051,92
Kretslopp och Vatten;CRAMO SVERIGE AB;5561043539;5601379218;6311;Hyra/leasing arbetsmaskiner;482,88
Kretslopp och Vatten;CRAMO SVERIGE AB;5561043539;5601379211;6329;Hyra/leasing övriga inventarier;702,50
Kretslopp och Vatten;CRAMO SVERIGE AB;5561043539;5601379220;6329;Hyra/leasing övriga inventarier;905,99
Kretslopp och Vatten;CRAMO SVERIGE AB;5561043539;5601379213;6329;Hyra/leasing övriga inventarier;5 266,17
Kretslopp och Vatten;CRAMO SVERIGE AB;5561043539;5601379214;6329;Hyra/leasing övriga inventarier;746,62
Kretslopp och Vatten;CRAMO SVERIGE AB;5561043539;5601379216;6329;Hyra/leasing övriga inventarier;5 094,73
Grundskolenämnden;CRAMO SVERIGE AB;5561043539;6092207592;6461;Förbrukningsmaterial;67,92
Grundskolenämnden;CRAMO SVERIGE AB;5561043539;6092207593;6461;Förbrukningsmaterial;1 200,00
Stadsmiljönämnden;CRAMO SVERIGE AB;5561043539;4001291557;4630;Köp av huvudverksamhet;1 860,00
Stadsmiljönämnden;CRAMO SVERIGE AB;5561043539;4001291551;6329;Hyra/leasing övriga inventarier;1 674,50
Stadsmiljönämnden;CRAMO SVERIGE AB;5561043539;4001291548;6311;Hyra/leasing arbetsmaskiner;3 404,80
Stadsmiljönämnden;CRAMO SVERIGE AB;5561043539;4001291548;6311;Hyra/leasing arbetsmaskiner;3 404,80
Stadsmiljönämnden;CRAMO SVERIGE AB;5561043539;4001291546;6311;Hyra/leasing arbetsmaskiner;7 859,12
Stadsmiljönämnden;CRAMO SVERIGE AB;5561043539;4001291545;4630;Köp av huvudverksamhet;4 111,28
Stadsmiljönämnden;CRAMO SVERIGE AB;5561043539;4001291541;6311;Hyra/leasing arbetsmaskiner;305,56
Stadsmiljönämnden;CRAMO SVERIGE AB;5561043539;4001291539;6329;Hyra/leasing övriga inventarier;1 191,50
Stadsmiljönämnden;CRAMO SVERIGE AB;5561043539;4001297064;6311;Hyra/leasing arbetsmaskiner;7 455,00
Stadsmiljönämnden;CRAMO SVERIGE AB;5561043539;4001297064;6311;Hyra/leasing arbetsmaskiner;7 424,95
Stadsmiljönämnden;CRAMO SVERIGE AB;5561043539;4001297052;4630;Köp av huvudverksamhet;1 860,00
Stadsmiljönämnden;CRAMO SVERIGE AB;5561043539;4001297060;4630;Köp av huvudverksamhet;5 310,50
Stadsmiljönämnden;CRAMO SVERIGE AB;5561043539;4001291542;4630;Köp av huvudverksamhet;5 340,00
Stadsmiljönämnden;CRAMO SVERIGE AB;5561043539;4001291554;6311;Hyra/leasing arbetsmaskiner;60 941,67
Stadsmiljönämnden;CRAMO SVERIGE AB;5561043539;4001297068;6311;Hyra/leasing arbetsmaskiner;35 447,93
Stadsmiljönämnden;CRAMO SVERIGE AB;5561043539;4001297050;4630;Köp av huvudverksamhet;4 362,35
Stadsmiljönämnden;CRAMO SVERIGE AB;5561043539;4001291535;6311;Hyra/leasing arbetsmaskiner;4 408,35
Stadsmiljönämnden;CRAMO SVERIGE AB;5561043539;4001291537;6311;Hyra/leasing arbetsmaskiner;402,25
Stadsmiljönämnden;CRAMO SVERIGE AB;5561043539;4001297054;6329;Hyra/leasing övriga inventarier;4 840,00
Stadsmiljönämnden;CRAMO SVERIGE AB;5561043539;4001297056;6329;Hyra/leasing övriga inventarier;1 978,50
Stadsmiljönämnden;CRAMO SVERIGE AB;5561043539;4001297065;6461;Förbrukningsmaterial;609,65
Stadsmiljönämnden;CRAMO SVERIGE AB;5561043539;4001297058;6311;Hyra/leasing arbetsmaskiner;65 387,21
Stadsmiljönämnden;CRAMO SVERIGE AB;5561043539;4001297059;6311;Hyra/leasing arbetsmaskiner;790,50
Stadsmiljönämnden;CRAMO SVERIGE AB;5561043539;4001297062;6311;Hyra/leasing arbetsmaskiner;1 342,37
Stadsmiljönämnden;CRAMO SVERIGE AB;5561043539;4001297066;6311;Hyra/leasing arbetsmaskiner;918,40
Stadsmiljönämnden;CRAMO SVERIGE AB;5561043539;4001297067;6311;Hyra/leasing arbetsmaskiner;39 044,90
Stadsmiljönämnden;CRAMO SVERIGE AB;5561043539;4001297045;6311;Hyra/leasing arbetsmaskiner;20 812,73
Stadsmiljönämnden;CRAMO SVERIGE AB;5561043539;4001297046;6311;Hyra/leasing arbetsmaskiner;6 748,17
Stadsmiljönämnden;CRAMO SVERIGE AB;5561043539;4001297048;6311;Hyra/leasing arbetsmaskiner;5 170,50
Stadsmiljönämnden;CRAMO SVERIGE AB;5561043539;4001297051;6311;Hyra/leasing arbetsmaskiner;3 726,50
Stadsmiljönämnden;CRAMO SVERIGE AB;5561043539;4001297053;6311;Hyra/leasing arbetsmaskiner;52 914,31
Stadsmiljönämnden;CRAMO SVERIGE AB;5561043539;4001297047;6329;Hyra/leasing övriga inventarier;1 347,23
Stadsmiljönämnden;CRAMO SVERIGE AB;5561043539;4001291556;6311;Hyra/leasing arbetsmaskiner;1 407,93
Stadsmiljönämnden;CRAMO SVERIGE AB;5561043539;4001291558;6311;Hyra/leasing arbetsmaskiner;17 397,60
Stadsmiljönämnden;CRAMO SVERIGE AB;5561043539;4001291532;6311;Hyra/leasing arbetsmaskiner;8 871,82
Stadsmiljönämnden;CRAMO SVERIGE AB;5561043539;4001297063;6311;Hyra/leasing arbetsmaskiner;373,52
Stadsmiljönämnden;CRAMO SVERIGE AB;5561043539;4001297041;6311;Hyra/leasing arbetsmaskiner;2 011,75
Stadsmiljönämnden;CRAMO SVERIGE AB;5561043539;4001297043;6311;Hyra/leasing arbetsmaskiner;12 555,37
Stadsmiljönämnden;CRAMO SVERIGE AB;5561043539;4001291540;6311;Hyra/leasing arbetsmaskiner;47,45
Stadsmiljönämnden;CRAMO SVERIGE AB;5561043539;4001291543;6311;Hyra/leasing arbetsmaskiner;15 243,28
Stadsmiljönämnden;CRAMO SVERIGE AB;5561043539;4001291544;6311;Hyra/leasing arbetsmaskiner;3 000,00
Stadsmiljönämnden;CRAMO SVERIGE AB;5561043539;4001291550;6311;Hyra/leasing arbetsmaskiner;9 897,57
Stadsmiljönämnden;CRAMO SVERIGE AB;5561043539;4001291553;6311;Hyra/leasing arbetsmaskiner;49 415,14
Stadsmiljönämnden;CRAMO SVERIGE AB;5561043539;4001291555;6311;Hyra/leasing arbetsmaskiner;6 962,37
Stadsmiljönämnden;CRAMO SVERIGE AB;5561043539;4001291549;6329;Hyra/leasing övriga inventarier;5 060,00
Stadsmiljönämnden;CRAMO SVERIGE AB;5561043539;4001291538;6311;Hyra/leasing arbetsmaskiner;74,75
Stadsmiljönämnden;CRAMO SVERIGE AB;5561043539;4001291547;6311;Hyra/leasing arbetsmaskiner;6 410,50
Stadsmiljönämnden;CRAMO SVERIGE AB;5561043539;4001291533;6311;Hyra/leasing arbetsmaskiner;2 011,75
Stadsmiljönämnden;CRAMO SVERIGE AB;5561043539;4001291534;6311;Hyra/leasing arbetsmaskiner;5 300,59
Stadsmiljönämnden;CRAMO SVERIGE AB;5561043539;4001291536;6311;Hyra/leasing arbetsmaskiner;3 871,21
Kulturnämnden;CRAMO SVERIGE AB;5561043539;6901235145;6311;Hyra/leasing arbetsmaskiner;1 872,75
Idrotts-och föreningsnämnden;CRAMO SVERIGE AB;5561043539;3931240459;6311;Hyra/leasing arbetsmaskiner;7 702,36
Idrotts-och föreningsnämnden;CRAMO SVERIGE AB;5561043539;3931238787;6131;Städ- och renhållningstjänster, ute;690,50
Idrotts-och föreningsnämnden;CRAMO SVERIGE AB;5561043539;3931238788;6311;Hyra/leasing arbetsmaskiner;1 879,20
Utbildningsnämnden;CRAMO SVERIGE AB;5561043539;6101615328;6151;Mindre reparation o underhåll fastighet;2 362,41
Kulturnämnden;HIGAB AB;5561048587;6901232060;6011;Lokalhyror;109 367,25
Kulturnämnden;HIGAB AB;5561048587;6901236192;6011;Lokalhyror;-109 367,00
Stadsfastighetsnämnden;HIGAB AB;5561048587;2302180893;6151;Mindre reparation o underhåll fastighet;507,19
Stadsfastighetsnämnden;HIGAB AB;5561048587;2302180911;7453;Tekniska konsulttjänster;1 738,25
Kulturnämnden;HIGAB AB;5561048587;6901234684;6151;Mindre reparation o underhåll fastighet;14 149,56
Kulturnämnden;HIGAB AB;5561048587;6901236382;6151;Mindre reparation o underhåll fastighet;-14 149,56
Idrotts-och föreningsnämnden;HIGAB AB;5561048587;3931240249;6173;Husbyggnadsentreprenad projektering;4 527,29
Idrotts-och föreningsnämnden;HIGAB AB;5561048587;3931240252;6173;Husbyggnadsentreprenad projektering;2 229,61
Idrotts-och föreningsnämnden;HIGAB AB;5561048587;3931240259;6173;Husbyggnadsentreprenad projektering;2 526,50
Idrotts-och föreningsnämnden;HIGAB AB;5561048587;3931240371;6173;Husbyggnadsentreprenad projektering;5 894,50
Idrotts-och föreningsnämnden;HIGAB AB;5561048587;3931240382;6173;Husbyggnadsentreprenad projektering;2 958,47
Idrotts-och föreningsnämnden;HIGAB AB;5561048587;3931240251;6173;Husbyggnadsentreprenad projektering;11 434,48
Idrotts-och föreningsnämnden;HIGAB AB;5561048587;3931240448;6173;Husbyggnadsentreprenad projektering;912,04
Socialnämnd Hisingen;HAFSTEN SWECAMP RESORT;5561056390;1661084912;7499;Övriga främmande tjänster;10 594,06
Exploateringsnämnden;ANLÄGGNINGSBOLAGET VÄST AB;5561069872;2001228097;6185;Anläggningsentreprenad;765 000,00
Exploateringsnämnden;ANLÄGGNINGSBOLAGET VÄST AB;5561069872;2001228095;6185;Anläggningsentreprenad;-765 000,00
Exploateringsnämnden;ANLÄGGNINGSBOLAGET VÄST AB;5561069872;2001228096;6185;Anläggningsentreprenad;990 000,00
Exploateringsnämnden;ANLÄGGNINGSBOLAGET VÄST AB;5561069872;2001228099;6185;Anläggningsentreprenad;-990 000,00
Exploateringsnämnden;ANLÄGGNINGSBOLAGET VÄST AB;5561069872;2001228098;6185;Anläggningsentreprenad;773 300,00
Exploateringsnämnden;ANLÄGGNINGSBOLAGET VÄST AB;5561069872;2001228933;6185;Anläggningsentreprenad;16 115,13
Utbildningsnämnden;ANLÄGGNINGSBOLAGET VÄST AB;5561069872;6101606300;7491;Tjänster välfärd och utbildningsinsatser;11 266,00
Stadsfastighetsnämnden;ANLÄGGNINGSBOLAGET VÄST AB;5561069872;2302193974;6151;Mindre reparation o underhåll fastighet;10 023,99
Stadsfastighetsnämnden;ANLÄGGNINGSBOLAGET VÄST AB;5561069872;2302188457;6151;Mindre reparation o underhåll fastighet;5 214,50
Stadsfastighetsnämnden;ANLÄGGNINGSBOLAGET VÄST AB;5561069872;2302189185;6151;Mindre reparation o underhåll fastighet;4 247,18
Stadsfastighetsnämnden;ANLÄGGNINGSBOLAGET VÄST AB;5561069872;2302189671;6151;Mindre reparation o underhåll fastighet;2 119,07
Stadsfastighetsnämnden;ANLÄGGNINGSBOLAGET VÄST AB;5561069872;2302194939;6175;Husbyggnadsentreprenader;427 908,00
Stadsfastighetsnämnden;ANLÄGGNINGSBOLAGET VÄST AB;5561069872;2302193972;6151;Mindre reparation o underhåll fastighet;13 891,00
Stadsfastighetsnämnden;ANLÄGGNINGSBOLAGET VÄST AB;5561069872;2302195442;6175;Husbyggnadsentreprenader;462 362,50
Stadsfastighetsnämnden;ANLÄGGNINGSBOLAGET VÄST AB;5561069872;2302195443;6175;Husbyggnadsentreprenader;998 442,50
Stadsfastighetsnämnden;ANLÄGGNINGSBOLAGET VÄST AB;5561069872;2302194130;6461;Förbrukningsmaterial;4 492,95
Stadsfastighetsnämnden;ANLÄGGNINGSBOLAGET VÄST AB;5561069872;2302194130;6151;Mindre reparation o underhåll fastighet;15 158,98
Stadsfastighetsnämnden;ANLÄGGNINGSBOLAGET VÄST AB;5561069872;2302194627;6151;Mindre reparation o underhåll fastighet;14 616,85
Stadsfastighetsnämnden;ANLÄGGNINGSBOLAGET VÄST AB;5561069872;2302194938;6151;Mindre reparation o underhåll fastighet;2 480,84
